resource_state,name,distance,moving_time,elapsed_time,total_elevation_gain,type,sport_type,id,start_date,start_date_local,timezone,utc_offset,location_city,location_state,location_country,achievement_count,kudos_count,comment_count,athlete_count,photo_count,trainer,commute,manual,private,visibility,flagged,gear_id,start_latlng,end_latlng,average_speed,max_speed,has_heartrate,average_heartrate,max_heartrate,heartrate_opt_out,display_hide_heartrate_option,elev_high,elev_low,upload_id,upload_id_str,external_id,from_accepted_tag,pr_count,total_photo_count,has_kudoed,athlete.id,athlete.resource_state,map.id,map.summary_polyline,map.resource_state,workout_type,average_cadence,average_watts,kilojoules,device_watts
2,Evening Workout,0.0,3825,3825,0.0,Workout,Workout,10960682918,2024-03-14T19:26:02Z,2024-03-14T20:26:02Z,(GMT+01:00) Africa/Algiers,3600.0,,,,0,0,0,1,0,True,False,False,False,everyone,False,,[],[],0.0,0.0,True,102.1,140.0,False,True,220.4,220.4,11718727980.0,11718727980,garmin_ping_326960667676,False,0,0,False,43791935,1,a10960682918,,2,,,,,
2,Evening Swim,1925.0,5215,5234,0.0,Swim,Swim,10956131349,2024-03-01T19:07:33Z,2024-03-01T20:07:33Z,(GMT+01:00) Africa/Algiers,3600.0,,,,0,0,0,1,0,True,False,False,False,everyone,False,,[],[],0.369,1.924,True,134.8,190.0,False,True,0.0,0.0,11714030752.0,11714030752,garmin_ping_326850641365,False,0,0,False,43791935,1,a10956131349,,2,,,,,
2,Lunch Swim,2575.0,3391,3394,0.0,Swim,Swim,10956129630,2024-02-28T11:36:50Z,2024-02-28T12:36:50Z,(GMT+01:00) Africa/Algiers,3600.0,,,,0,0,0,1,0,True,False,False,False,everyone,False,,[],[],0.759,2.084,True,140.3,174.0,False,True,0.0,0.0,11714028962.0,11714028962,garmin_ping_326850580711,False,0,0,False,43791935,1,a10956129630,,2,,,,,
2,Morning Nordic Ski,4564.5,5512,6760,609.0,NordicSki,NordicSki,10832453343,2024-02-25T08:06:25Z,2024-02-25T09:06:25Z,(GMT+01:00) Europe/Vienna,3600.0,,,,0,1,0,1,0,False,False,False,False,everyone,False,,"[47.129504308104515, 10.057346457615495]","[47.11324802599847, 10.0640550814569]",0.828,2.783,True,144.8,172.0,False,True,1654.0,1044.6,11579853181.0,11579853181,garmin_ping_323154839013,False,0,0,False,43791935,1,a10832453343,kvs~Gykk|@FMCCAEBBGAO]BQGGAUACEWLi@?[EICc@?]Fi@Pu@@o@Hw@HY`@aCLoBHY?_@HoAEMAOIAKGLSKAFMAc@JUCESQAIECM[Iy@IO@IQIC_@EAACHa@EQSMKCEE@q@AAA@?GCC?OMKKUe@kA@IEc@Q_A?SPiA@g@CIEc@?QGWIm@?SMe@@UASDc@H_@?QFIDe@@UBQCo@BSCGC@AGNq@AMDYGCJm@P}BFKBURq@COIKCW@I@?BPBSBGG_@@SIM?EIEGMDO@O\e@AILBFKAKPu@EEE??KBOCIFO?SLSDQB_@I?@KHQKDBCCD@EE?@@@CCAC@Zc@?IDWFIDENGNSVMZAFMH@HIBBADRADI@KA?PEBDDA?BBEB@LFPRBJBCJ|@?VCLFl@JNJt@J^HHHL?XFR@XDL@NHTADJ\Lv@Ap@Bh@Gh@@`ADH?f@BPCj@ODZcA@S@CF@DJLHHXJLFR?H?YESBCEg@BCJ?BIN?BIHBDFTKDAB@@CAFDPCPH?MRDA@BB@?DGL@XBRB?DFCVJh@I`@DZJTDTBPCPDVJHT|@BXXv@FJb@`@HRHFHNHPDVJPPd@Hz@Lb@@NLVJHZx@LLHPBRF@HHDLXRHVHHDFNh@JJNDHPJJ@DJHADLD?J@?FC@YKk@GaACE?WI[AUBQEUBMC[BSA[K[IE?GCIGAACA_@KSGi@AUEU@YMi@BUCC@FBETG?C@FJJDBFJHX@Jh@dADl@Pd@BBJCDB@AF@TAf@f@\LDAF@DD^JX\F@BCBCGk@HCNFFXAd@Bf@FZJVJb@Bf@FPLn@\\@LNNBNLJHL?BE??DZf@HDDFB\LDFNNL@F^VPb@@NDH@TNN@BANBFVVNRZNH@EN@BDA@MCQD?@CHBLEJB\A@]JANGPAC@?@?AA@PC@@TMLCJDP@LATGD?BCFDR?AUBIAGDIJCP?TRAWCDC?@?GCz@W@@BGCIT@DDD?DUDCFBDHRJCGBQDCD@Ja@R[L?R@FCT@DFDIDGD?@EPAHBIK@B@CB@VIFKVEBCL?BEJAH?JI`@@@KDBH@`@MLBVQN@JEXEb@?FC@IFETEHQNADI\SN?RF,2,,,,,
2,Lunch Workout,0.0,1795,1795,0.0,Workout,Workout,10813331014,2024-02-22T11:10:02Z,2024-02-22T12:10:02Z,(GMT+01:00) Africa/Algiers,3600.0,,,,0,0,0,1,0,True,False,False,False,everyone,False,,[],[],0.0,0.0,True,129.9,161.0,False,True,246.0,239.8,11560132127.0,11560132127,garmin_ping_322596914931,False,0,0,False,43791935,1,a10813331014,,2,,,,,
2,Morning Swim,2075.0,3446,3463,0.0,Swim,Swim,10798530679,2024-02-20T07:18:05Z,2024-02-20T08:18:05Z,(GMT+01:00) Africa/Algiers,3600.0,,,,0,0,0,1,0,True,False,False,False,everyone,False,,[],[],0.602,2.084,True,141.3,169.0,False,True,0.0,0.0,11544934244.0,11544934244,garmin_ping_322187951336,False,0,0,False,43791935,1,a10798530679,,2,,,,,
2,Morning Workout,0.0,3445,3445,0.0,Workout,Workout,10792365257,2024-02-19T09:37:37Z,2024-02-19T10:37:37Z,(GMT+01:00) Africa/Algiers,3600.0,,,,0,0,0,1,0,True,False,False,False,everyone,False,,[],[],0.0,0.0,True,89.2,119.0,False,True,167.2,167.2,11538597624.0,11538597624,garmin_ping_322008290434,False,0,0,False,43791935,1,a10792365257,,2,,,,,
2,Lunch Swim,2425.0,3370,3389,0.0,Swim,Swim,10786675784,2024-02-18T11:41:05Z,2024-02-18T12:41:05Z,(GMT+01:00) Africa/Algiers,3600.0,,,,0,0,0,1,0,True,False,False,False,everyone,False,,[],[],0.72,2.084,True,138.9,177.0,False,True,0.0,0.0,11532689350.0,11532689350,garmin_ping_321832890824,False,0,0,False,43791935,1,a10786675784,,2,,,,,
2,Night Workout,0.0,1972,1972,0.0,Workout,Workout,10769401562,2024-02-15T20:36:57Z,2024-02-15T21:36:57Z,(GMT+01:00) Africa/Algiers,3600.0,,,,0,1,0,1,0,True,False,False,False,everyone,False,,[],[],0.0,0.0,True,136.6,166.0,False,True,119.2,117.2,11514812750.0,11514812750,garmin_ping_321339388707,False,0,0,False,43791935,1,a10769401562,,2,,,,,
2,Afternoon Ride,34672.4,6244,6608,91.0,Ride,Ride,10754174437,2024-02-13T13:49:43Z,2024-02-13T14:49:43Z,(GMT+01:00) Europe/Berlin,3600.0,,,,1,3,0,1,0,False,False,False,False,everyone,False,b8124855,"[49.496148834005, 8.461232939735055]","[49.495917996391654, 8.461067983880639]",5.553,10.382,True,140.6,168.0,False,True,107.2,84.0,11499159678.0,11499159678,garmin_ping_320913180492,False,0,0,False,43791935,1,a10754174437,wcbmHk|sr@^iCDmAT_Ad@qE\}AGuAYe@@i@v@mCh@oAx@{Cf@kAfBuFjAkHTs@zBqMlFmTrBiLtAeGlCeO`C}KxDwRvF_ZlG}ZnLmm@|CcRz@iDZy@x@}EfBeIdAuFRi@pE}TpIs[p@qBXgB^cA\{AXgBXiG`F}XfB}Pz@aSLyJGmQLgIAeEUaAkC{@O[MkSf@{I|@sKrBuQnA}IrAgFz@{B~IyLFgALe@~@wAjC{CjIkHvDuBtC{BtDgEbAeCZc@fAStHmGt@_A`BwAb@{@b@qCLeCOgI_@mCs@yC_AsCeA}BqDuEuAkA_EcC}@}@_AyA_EgK{DkHGY@QdFoDtXoU{AcGmAoJq@aNK]uE{Cg@sKIQwDqCSYPkGCcAsHcGCWJc@~@gBBUm@x@s@M{GeFiJaIJ_AVw@rB_F`BiC~BwCXg@D]F_JF_Bu@aFBu@Pk@IkAi@FQEOq@UaEs@w@sAe@}AASWIm@CdAw@p@a@L]bAk@jDOvDyBlA_Cn@yCBsEf@QJU`AaAfAe@v@?XHJATyAZmB`BiA{B{EcEmGcGoEuDy@c@yEsE{D{COJQz@cAxPMPSDob@dBK]j@wJ?]GEylA`GIHGl@?`GGVOF{AH}@RMNgAxMMLqAY_@bAcAD]`AcBSMJE\cAtWtDt@RFFVCjALxEFhRRhAnVdaAh@`ChEdWfGnUpF`PpJpWn@jBn@fDhCYdDDVPlAfDlAdBDX_@nDEbFDABmFR{DIYsBuDYy@AWnCmBnF}Er@YbAIzAJxD`AHn@YdHNuHJe@nVdAFDDd@qApo@DTJDdFWZLWlM?\HRdBg@xA`@jAv@~@GtAf@tE@HQX_FSSiCc@EUE{@f@oHHSnGs@NLBXArE\hJKlGJ?nBaDxAy@nMo@vAi@vAmAJEB^]`@UxBkArDcAbFYdC}Cxa@AdGDhF^tL\rFCr@YjC?`Ab@jEUDbA~Jn@pJH|CM|FS~BKRwCf@Yf@{AxVi@pGDjHKjASd@e@HuCgARRjBf@p@H^YTyACoFp@}GJ_@PUl@KVTBZg@~DChDaDbQsInc@uG|[s@jEkAjFkBlEm@zC{@jFWlAWl@nB|AxEnCn@yBGCQTqAdFsAlHe@dDcDxPyDnQ_Hr]}CrPk@tBgAhH{EhV_EtRaAzFSrBUd@{ErU_AfDoBvIgE|Rq@rEaEnM[|A_AdD?RP^@v@O`@[jBH|A{@`G[pE,2,,,124.4,776.9,False
2,Lunch Swim,2700.0,3974,4142,0.0,Swim,Swim,10747406411,2024-02-12T10:12:41Z,2024-02-12T11:12:41Z,(GMT+01:00) Africa/Algiers,3600.0,,,,0,0,0,1,0,True,False,False,False,everyone,False,,[],[],0.679,1.786,True,142.1,172.0,False,True,0.0,0.0,11492209883.0,11492209883,garmin_ping_320718628977,False,0,0,False,43791935,1,a10747406411,,2,,,,,
2,Afternoon Workout,0.0,2102,2102,0.0,Workout,Workout,10721872658,2024-02-08T15:31:00Z,2024-02-08T16:31:00Z,(GMT+01:00) Africa/Algiers,3600.0,,,,0,1,0,1,0,True,False,False,False,everyone,False,,[],[],0.0,0.0,True,124.5,164.0,False,True,276.8,276.8,11465860126.0,11465860126,garmin_ping_319968370211,False,0,0,False,43791935,1,a10721872658,,2,,,,,
2,Evening Swim,3150.0,5170,5284,0.0,Swim,Swim,10617287328,2024-01-23T19:03:11Z,2024-01-23T20:03:11Z,(GMT+01:00) Africa/Algiers,3600.0,,,,0,0,0,1,0,True,False,False,False,everyone,False,,[],[],0.609,2.084,True,144.1,193.0,False,True,0.0,0.0,11357845667.0,11357845667,garmin_ping_317015926788,False,0,0,False,43791935,1,a10617287328,,2,,,,,
2,Evening Swim,3700.0,5190,5201,0.0,Swim,Swim,10604439855,2024-01-21T17:06:57Z,2024-01-21T18:06:57Z,(GMT+01:00) Africa/Algiers,3600.0,,,,0,2,0,1,0,True,False,False,False,everyone,False,,[],[],0.713,2.084,True,148.0,177.0,False,True,0.0,0.0,11344677756.0,11344677756,garmin_ping_316626560894,False,0,0,False,43791935,1,a10604439855,,2,,,,,
2,Evening Swim,3300.0,5810,6741,0.0,Swim,Swim,10597456359,2024-01-19T19:04:22Z,2024-01-19T20:04:22Z,(GMT+01:00) Africa/Algiers,3600.0,,,,0,0,0,1,0,True,False,False,False,everyone,False,,[],[],0.568,2.5,True,143.3,200.0,False,True,0.0,0.0,11337450261.0,11337450261,garmin_ping_316438951244,False,0,0,False,43791935,1,a10597456359,,2,,,,,
2,Evening Swim,3350.0,5605,5608,0.0,Swim,Swim,10597454893,2024-01-16T19:03:09Z,2024-01-16T20:03:09Z,(GMT+01:00) Africa/Algiers,3600.0,,,,0,0,0,1,0,True,False,False,False,everyone,False,,[],[],0.598,2.084,True,146.6,188.0,False,True,0.0,0.0,11337448766.0,11337448766,garmin_ping_316438904458,False,0,0,False,43791935,1,a10597454893,,2,,,,,
2,Evening Swim,3475.0,5557,6488,0.0,Swim,Swim,10597453554,2024-01-14T17:03:39Z,2024-01-14T18:03:39Z,(GMT+01:00) Africa/Algiers,3600.0,,,,0,0,0,1,0,True,False,False,False,everyone,False,,[],[],0.625,1.924,True,142.5,186.0,False,True,0.0,0.0,11337447428.0,11337447428,garmin_ping_316438865939,False,0,0,False,43791935,1,a10597453554,,2,,,,,
2,Evening Swim,2175.0,4611,4618,0.0,Swim,Swim,10514705951,2024-01-07T17:03:24Z,2024-01-07T18:03:24Z,(GMT+01:00) Africa/Algiers,3600.0,,,,0,0,0,1,0,True,False,False,False,everyone,False,,[],[],0.472,3.572,True,123.7,167.0,False,True,0.0,0.0,11251297893.0,11251297893,garmin_ping_314035489161,False,0,0,False,43791935,1,a10514705951,,2,,,,,
2,Evening Swim,3675.0,4664,4708,0.0,Swim,Swim,10514704579,2024-01-05T18:06:09Z,2024-01-05T19:06:09Z,(GMT+01:00) Africa/Algiers,3600.0,,,,0,0,0,1,0,True,False,False,False,everyone,False,,[],[],0.788,2.084,True,144.1,176.0,False,True,0.0,0.0,11251296606.0,11251296606,garmin_ping_314035454792,False,0,0,False,43791935,1,a10514704579,,2,,,,,
2,Afternoon Workout,0.0,1982,1982,0.0,Workout,Workout,10514703280,2023-12-31T15:11:53Z,2023-12-31T16:11:53Z,(GMT+01:00) Africa/Algiers,3600.0,,,,0,0,0,1,0,True,False,False,False,everyone,False,,[],[],0.0,0.0,True,152.5,188.0,False,True,256.4,249.4,11251295244.0,11251295244,garmin_ping_314035418588,False,0,0,False,43791935,1,a10514703280,,2,,,,,
2,Lunch Swim,1975.0,3449,3460,0.0,Swim,Swim,10514702905,2023-12-27T11:59:27Z,2023-12-27T12:59:27Z,(GMT+01:00) Africa/Algiers,3600.0,,,,0,0,0,1,0,True,False,False,False,everyone,False,,[],[],0.573,2.084,True,145.2,182.0,False,True,0.0,0.0,11251294909.0,11251294909,garmin_ping_314035407262,False,0,0,False,43791935,1,a10514702905,,2,,,,,
2,Evening Swim,2050.0,3057,3150,0.0,Swim,Swim,10405744066,2023-12-11T17:40:57Z,2023-12-11T18:40:57Z,(GMT+01:00) Africa/Algiers,3600.0,,,,0,0,0,1,0,True,False,False,False,everyone,False,,[],[],0.671,1.924,True,141.4,174.0,False,True,0.0,0.0,11138052204.0,11138052204,garmin_ping_310647553290,False,0,0,False,43791935,1,a10405744066,,2,,,,,
2,Afternoon Swim,1675.0,1636,1693,0.0,Swim,Swim,10405742926,2023-12-06T15:13:07Z,2023-12-06T16:13:07Z,(GMT+01:00) Africa/Algiers,3600.0,,,,0,0,0,1,0,True,False,False,False,everyone,False,,[],[],1.024,1.786,True,144.9,181.0,False,True,0.0,0.0,11138051024.0,11138051024,garmin_ping_310647525331,False,0,0,False,43791935,1,a10405742926,,2,,,,,
2,Evening Workout,0.0,3657,3657,0.0,Workout,Workout,10405742275,2023-12-04T19:54:44Z,2023-12-04T20:54:44Z,(GMT+01:00) Africa/Algiers,3600.0,,,,0,0,0,1,0,True,False,False,False,everyone,False,,[],[],0.0,0.0,True,105.7,137.0,False,True,-26.4,-44.2,11138050442.0,11138050442,garmin_ping_310647510837,False,0,0,False,43791935,1,a10405742275,,2,,,,,
2,Evening Workout,0.0,4597,4597,0.0,Workout,Workout,10405741521,2023-12-02T17:16:11Z,2023-12-02T18:16:11Z,(GMT+01:00) Africa/Algiers,3600.0,,,,0,0,0,1,0,True,False,False,False,everyone,False,,[],[],0.0,0.0,True,108.7,145.0,False,True,-34.2,-55.2,11138049566.0,11138049566,garmin_ping_310647491148,False,0,0,False,43791935,1,a10405741521,,2,,,,,
2,Lunch Swim,2425.0,2956,2964,0.0,Swim,Swim,10405740350,2023-11-29T11:58:50Z,2023-11-29T12:58:50Z,(GMT+01:00) Africa/Algiers,3600.0,,,,0,0,0,1,0,True,False,False,False,everyone,False,,[],[],0.82,1.924,True,149.7,180.0,False,True,0.0,0.0,11138048359.0,11138048359,garmin_ping_310647460503,False,0,0,False,43791935,1,a10405740350,,2,,,,,
2,Night Workout,0.0,1967,1967,0.0,Workout,Workout,10405739346,2023-11-28T21:12:05Z,2023-11-28T22:12:05Z,(GMT+01:00) Africa/Algiers,3600.0,,,,0,0,0,1,0,True,False,False,False,everyone,False,,[],[],0.0,0.0,True,117.2,152.0,False,True,-1.8,-1.8,11138047367.0,11138047367,garmin_ping_310647434231,False,0,0,False,43791935,1,a10405739346,,2,,,,,
2,Evening Swim,2500.0,4703,4733,0.0,Swim,Swim,10405739012,2023-11-26T17:01:11Z,2023-11-26T18:01:11Z,(GMT+01:00) Africa/Algiers,3600.0,,,,0,0,0,1,0,True,False,False,False,everyone,False,,[],[],0.532,1.924,True,143.1,189.0,False,True,0.0,0.0,11138046987.0,11138046987,garmin_ping_310647424319,False,0,0,False,43791935,1,a10405739012,,2,,,,,
2,Afternoon Swim,2300.0,2846,2860,0.0,Swim,Swim,10182480580,2023-11-08T12:28:43Z,2023-11-08T13:28:43Z,(GMT+01:00) Africa/Algiers,3600.0,,,,0,0,0,1,0,True,False,False,False,everyone,False,,[],[],0.808,1.924,True,140.7,169.0,False,True,0.0,0.0,10905800561.0,10905800561,garmin_ping_303755903917,False,0,0,False,43791935,1,a10182480580,,2,,,,,
2,Morning Swim,3275.0,3728,3779,0.0,Swim,Swim,10129635544,2023-10-30T09:37:46Z,2023-10-30T10:37:46Z,(GMT+01:00) Africa/Algiers,3600.0,,,,0,1,0,1,0,True,False,False,False,everyone,False,,[],[],0.878,2.274,True,144.9,176.0,False,True,0.0,0.0,10850472096.0,10850472096,garmin_ping_302187529645,False,0,0,False,43791935,1,a10129635544,,2,,,,,
2,Evening Swim,1125.0,2085,2155,0.0,Swim,Swim,10121664752,2023-10-27T16:16:49Z,2023-10-27T18:16:49Z,(GMT+02:00) Africa/Blantyre,7200.0,,,,0,1,0,1,0,True,False,False,False,everyone,False,,[],[],0.54,1.924,True,133.6,175.0,False,True,0.0,0.0,10842066164.0,10842066164,garmin_ping_301930482261,False,0,0,False,43791935,1,a10121664752,,2,,,,,
2,Afternoon Workout,0.0,4315,4315,0.0,Workout,Workout,10108734766,2023-10-26T15:23:46Z,2023-10-26T17:23:46Z,(GMT+02:00) Africa/Blantyre,7200.0,,,,0,0,0,1,0,True,False,False,False,everyone,False,,[],[],0.0,0.0,True,107.6,152.0,False,True,175.0,174.0,10828540274.0,10828540274,garmin_ping_301548800795,False,0,0,False,43791935,1,a10108734766,,2,,,,,
2,Lunch Swim,2725.0,3700,3733,0.0,Swim,Swim,10102240074,2023-10-25T10:26:22Z,2023-10-25T12:26:22Z,(GMT+02:00) Africa/Blantyre,7200.0,,,,0,0,0,1,0,True,False,False,False,everyone,False,,[],[],0.736,2.084,True,143.6,183.0,False,True,0.0,0.0,10821783668.0,10821783668,garmin_ping_301358662352,False,0,0,False,43791935,1,a10102240074,,2,,,,,
2,Evening Workout,0.0,3127,3127,0.0,Workout,Workout,10098141755,2023-10-24T18:38:35Z,2023-10-24T20:38:35Z,(GMT+02:00) Africa/Blantyre,7200.0,,,,0,0,0,1,0,True,False,False,False,everyone,False,,[],[],0.0,0.0,True,107.2,136.0,False,True,148.2,147.4,10817529734.0,10817529734,garmin_ping_301220849313,False,0,0,False,43791935,1,a10098141755,,2,,,,,
2,Afternoon Workout,0.0,3963,3963,0.0,Workout,Workout,10072775880,2023-10-20T14:02:39Z,2023-10-20T16:02:39Z,(GMT+02:00) Africa/Blantyre,7200.0,,,,0,0,0,1,0,True,False,False,False,everyone,False,,[],[],0.0,0.0,True,111.8,144.0,False,True,149.8,137.0,10791101600.0,10791101600,garmin_ping_300518620077,False,0,0,False,43791935,1,a10072775880,,2,,,,,
